"","X","Item_ID","Sentence","ModalPresent","Finite","QuestionType","DegreeQ","SubjectAuxInv","WhAll","QuantifiedSubject","QuantifiedPredicate","Wh","MatVerb","MatVerbPart","Modal","Verb1","Verb2","DeterminerSubject","DeterminerNonSubject","FullWhPhrase","WhNode","WhParse","Question","SentenceParse","WhPhaseType"
"126",126,"21535:98","and i think 0 they're thinking about that exact thing, about the idea that if the show lets them, uh, get together, then you lose part of what the show's all about *t*-1.","no","yes","relative","no","",NA,"","all","what","think","",NA,"lets","","the","the","",NA,"(WP what)","what the show's all about *t*-1","(TOP (S (CC and) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (PRP they)) (VP (VBP 're) (VP (VBG thinking) (PP (PP (IN about) (NP (DT that) (JJ exact) (NN thing))) (, ,) (PP (IN about) (NP (DT the) (NN idea) (SBAR (WDT that) (S (SBAR-ADV (IN if) (S (NP-SBJ (DT the) (NN show)) (VP (VBZ lets) (S (NP-SBJ (PRP them)) (, ,) (INTJ (UH uh)) (, ,) (VP (VB get) (ADVP (RB together))))))) (, ,) (ADVP (RB then)) (NP-SBJ (PRP you)) (VP (VBP lose) (NP (NP (NN part)) (PP (IN of) (SBAR-NOM (WHNP-1 (WP what)) (S (NP-SBJ (DT the) (NN show)) (VP (BES 's) (ADVP (DT all)) (PP-PRD (IN about) (NP (-NONE- *T*-1))))))))))))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"127",127,"107618:12","and is that how your parents feel *t*-1","no","yes","embedded","no","",NA,"","","how","is","",NA,"feel","","that","","",NA,"(WRB how)","how your parents feel *t*-1","(TOP (SQ (CC and) (VBZ is) (NP-SBJ (DT that)) (SBAR-MNR-PRD (WHADVP-1 (WRB how)) (S (NP-SBJ (PRP$ your) (NNS parents)) (VP (VBP feel) (ADVP-MNR (-NONE- *T*-1))))) (-DFL- E_S)))","monomorphemic"
"128",128,"87182:41","i just love *-1 sharing meals and, and whatever you can do *t*-2, you know, * to do that.","no","yes","embadjunct","no","",NA,"","","whatever","love","",NA,"do","","","that","",NA,"(WP whatever)","whatever you can do *t*-2, you know, * to do that","(TOP (S (NP-SBJ-1 (PRP I)) (ADVP (RB just)) (VP (VBP love) (S (NP-SBJ (-NONE- *-1)) (VP (VP (VBG sharing) (NP (NNS meals))) (EDITED (RM (-DFL- \[)) (CC and) (, ,) (IP (-DFL- \+))) (CC and) (RS (-DFL- \])) (SBAR-NOM-ETC (WHNP-2 (WP whatever)) (S (NP-SBJ (PRP you)) (VP (MD can) (VP (VB do) (NP (-NONE- *T*-2)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (S-PRP (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (DT that)))))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"129",129,"159271:44","but * leave it up to the more experienced person who *t*-1 knows how it fits *t*-2 into the, uh, kind of the rate for different mumblex.","no","yes","relative","no","",NA,"","","how","knows","",NA,"fits","","","the","",NA,"(WRB how)","how it fits *t*-2 into the, uh, kind of the rate for different mumblex","(TOP (S-IMP (CC but) (NP-SBJ (-NONE- *)) (VP (VB leave) (NP (PRP it)) (PP (IN up) (PP (IN to) (NP (NP (DT the) (ADJP (RBR more) (JJ experienced)) (NN person)) (SBAR (WHNP-1 (WP who)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (PRP it)) (VP (VBZ fits) (ADVP-MNR (-NONE- *T*-2)) (PP (IN into) (EDITED (NP-UNF (DT the))) (, ,) (INTJ (UH uh)) (, ,) (ADVP (RB kind) (RB of)) (NP (NP (DT the) (NN rate)) (PP (IN for) (NP-UNF (JJ different)) (X (XX MUMBLEx))))))))))))))) (. .) (-DFL- N_S)))","monomorphemic"
"130",130,"113001:11","that's what i hear *t*-1.","no","yes","subject","no","",NA,"","","what","","",NA,"hear","","that","","",NA,"(WP what)","what i hear *t*-1","(TOP (S (NP-SBJ (DT That)) (VP (BES 's) (SBAR-NOM-PRD (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP hear) (NP (-NONE- *T*-1)))))) (. .) (-DFL- E_S)))","monomorphemic"
"131",131,"157924:13","so that's why i'm planning and, and preparing for the, uh, education of my children, also try and set that money aside *t*-1.","no","yes","embedded","no","",NA,"","money","why","","",NA,"'m","","that","the","",NA,"(WRB why)","why i'm planning and, and preparing for the, uh, education of my children, also try and set that money aside *t*-1","(TOP (S (RB So) (NP-SBJ (DT that)) (VP (BES 's) (SBAR-PRD-PRP (WHADVP-1 (WRB why)) (S (NP-SBJ (PRP I)) (VP (VP (VBP 'm) (VP (VP (VBG planning)) (EDITED (RM (-DFL- \[)) (CC and) (, ,) (IP (-DFL- \+))) (CC and) (RS (-DFL- \])) (VP (VBG preparing) (PP (IN for) (NP (NP (DT the) (, ,) (INTJ (UH uh)) (, ,) (NN education)) (PP (IN of) (NP (PRP$ my) (NNS children)))))))) (, ,) (ADVP (RB also)) (VP (VP (VB try)) (CC and) (VP (VB set) (NP (DT that) (NN money)) (ADVP (RB aside)))) (ADVP-PRP (-NONE- *T*-1)))))) (. .) (-DFL- E_S)))","monomorphemic"
"132",132,"171090:74","and you have *-1 to get a feel for, uh, how they treat the kids *t*-2 and, uh, uh, what kind of staff members they have *t*-3 and how much turnover they have *t*-4 and things like that before you commit your child to them.","no","yes","subject","no","",NA,"","","what","have","",NA,"have","","","what","what kind",NA,"(WDT what)","what kind of staff members they have *t*-3","(TOP (S (CC and) (NP-SBJ-1 (PRP you)) (VP (VBP have) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB get) (NP (NP (DT a) (NN feel)) (PP (IN for) (, ,) (INTJ (UH uh)) (, ,) (UCP (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (PRP they)) (VP (VBP treat) (NP (DT the) (NNS kids)) (ADVP-MNR (-NONE- *T*-2))))) (CC and) (, ,) (INTJ (UH uh)) (, ,) (INTJ (UH uh)) (, ,) (SBAR (WHNP-3 (WHNP (WDT what) (NN kind)) (PP (IN of) (NP (NN staff) (NNS members)))) (S (NP-SBJ (PRP they)) (VP (VBP have) (NP (-NONE- *T*-3))))) (CC and) (SBAR (WHNP-4 (WHADJP (WRB how) (JJ much)) (NN turnover)) (S (NP-SBJ (PRP they)) (VP (VBP have) (NP (-NONE- *T*-4))))) (CC and) (NP (NP (NNS things)) (PP (IN like) (NP (DT that)))))))))) (SBAR-TMP (IN before) (S (NP-SBJ (PRP you)) (VP (VBP commit) (NP (PRP$ your) (NN child)) (PP (IN to) (NP (PRP them))))))) (. .) (-DFL- E_S)))","complex"
"133",133,"59254:13","and i saw how life was *t*-2 when she stayed home *t*-1","no","yes","embedded","no","",NA,"","","how","saw","",NA,"was","","","","",NA,"(WRB how)","how life was *t*-2 when she stayed home *t*-1","(TOP (S (CC and) (NP-SBJ (PRP I)) (VP (VBD saw) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (NN life)) (VP (VBD was) (ADVP-PRD (-NONE- *T*-2)) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP she)) (VP (VBD stayed) (ADVP-LOC (NN home)) (ADVP-TMP (-NONE- *T*-1))))))))) (-DFL- E_S)))","monomorphemic"
"134",134,"31808:7","but when we got hired *-1 here *t*-2, no, no, never any layoffs, never, never,","no","yes","subject","no","",NA,"","","when","","",NA,"got","","","","",NA,"(WRB when)","when we got hired *-1 here *t*-2","(TOP (FRAG (CC but) (SBAR-TMP (WHADVP-2 (WRB when)) (S (NP-SBJ-1 (PRP we)) (VP (VBD got) (VP (VBN hired) (NP (-NONE- *-1)) (ADVP-LOC (RB here)) (ADVP-TMP (-NONE- *T*-2)))))) (, ,) (INTJ (UH no)) (, ,) (INTJ (UH no)) (, ,) (ADVP-TMP (RB never)) (NP (DT any) (NNS layoffs)) (, ,) (ADVP-TMP (RB never)) (, ,) (ADVP-TMP (RB never)) (, ,) (-DFL- E_S)))","monomorphemic"
"135",135,"176862:48","well, the last thing 0 i did *t*-1 completely myself was an outside deck which i was pretty proud of *t*-2.","no","yes","relative","no","",NA,"","","which","","",NA,"was","","the","which","",NA,"(WDT which)","which i was pretty proud of *t*-2","(TOP (S (INTJ (UH Well)) (, ,) (NP-SBJ (NP (DT the) (JJ last) (NN thing)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (PRP I)) (VP (VBD did) (NP (-NONE- *T*-1)) (NP-ADV (RB completely) (PRP myself)))))) (VP (VBD was) (NP-PRD (NP (DT an) (JJ outside) (NN deck)) (SBAR (WHNP-2 (WDT which)) (S (NP-SBJ (PRP I)) (VP (VBD was) (ADJP-PRD (RB pretty) (JJ proud) (PP (IN of) (NP (-NONE- *T*-2))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"136",136,"75641:22","i think, uh, 0 what i would like *-1 to see *t*-2 is, number one, * completely getting rid *-3 of these victimless crimes.","no","yes","embedded","no","",NA,"","","what","think","",NA,"like","","","these","",NA,"(WP what)","what i would like *-1 to see *t*-2","(TOP (S (NP-SBJ (PRP I)) (VP (VBP think) (, ,) (INTJ (UH uh)) (, ,) (SBAR (-NONE- 0) (S (SBAR-NOM-SBJ (WHNP-2 (WP what)) (S (NP-SBJ-1 (PRP I)) (VP (MD would) (VP (VB like) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB see) (NP (-NONE- *T*-2))))))))) (VP (VBZ is) (, ,) (S-PRD (NP-ADV (NN number) (CD one)) (, ,) (NP-SBJ-3 (-NONE- *)) (ADVP (RB completely)) (VP (VBG getting) (VP (VBN rid) (NP (-NONE- *-3)) (PP (IN of) (NP (DT these) (JJ victimless) (NNS crimes)))))))))) (. .)))","monomorphemic"
"137",137,"108127:13","and, uh, what's the other one *t*-1 now,","no","yes","exclamation","no","yes",NA,"one","","what","","",NA,"","","the","","",NA,"(WP what)","and, uh, what's the other one *t*-1 now,","(TOP (SBARQ (CC and) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP what)) (SQ (BES 's) (NP-SBJ (DT the) (JJ other) (NN one)) (NP-PRD (-NONE- *T*-1)) (INTJ (RB now))) (, ,)))","monomorphemic"
"138",138,"19365:40","whereas, you know, if the soviet union would have, who *t*-2 knows what taking over mongolia or, or something like that, who *t*-1 is really, will we have been more just rhetoric, uh, rather than *-3 going in there officially or, you know, physically and try *-4 to, to remove them.","no","yes","subject","no","yes",NA,"","","who","have","",NA,"knows","","the","that","",NA,"(WP who)","who *t*-2 knows what","(TOP (SBAR-ADV (IN Whereas) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (SQ (SBAR-ADV (IN if) (S (NP-SBJ (DT the) (NNP Soviet) (NNP Union)) (VP (MD would) (VP (VB have) (, ,) (S (SBAR-NOM-SBJ (WHNP-2 (WP who)) (S (NP-SBJ (-NONE- *T*-2)) (VP (VBZ knows) (NP (WP what))))) (VP (VBG taking) (PRT (RP over)) (NP (NP (NP (NNP Mongolia)) (EDITED (RM (-DFL- \[)) (CC or) (, ,) (IP (-DFL- \+))) (CC or) (RS (-DFL- \])) (NP (NP (NN something)) (PP (IN like) (NP (DT that))))) (, ,) (RM (-DFL- \[)) (SBAR (WHNP-1 (WP who)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ is) (ADJP-PRD-UNF (RB really)))))))))))) (, ,) (IP (-DFL- \+)) (RS (-DFL- \])) (MD will) (NP-SBJ-3 (PRP we)) (VP (VBP have) (VP (VBN been) (NP-PRD (NP (JJR more) (RB just) (NN rhetoric)) (, ,) (INTJ (UH uh)) (, ,) (CONJP (IN rather) (IN than)) (S-NOM (NP-SBJ-4 (-NONE- *-3)) (VP (VP (VBG going) (PP-DIR (IN in) (ADVP (EX there))) (ADVP-MNR (RB officially) (CC or) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (RB physically))) (CC and) (VP (VB try) (S (NP-SBJ (-NONE- *-4)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB remove) (NP (PRP them)))))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"139",139,"173250:33","they're the only things 0 americans still know how *-3 to build *t*-1 *t*-2","no","yes","relative","no","",NA,"","","how","know","",NA,"build","","","the","",NA,"(WRB how)","how *-3 to build *t*-1 *t*-2","(TOP (S (NP-SBJ (PRP They)) (VP (VBP 're) (NP-PRD (NP (DT the) (JJ only) (NNS things)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ-3 (NNPS Americans)) (ADVP-TMP (RB still)) (VP (VBP know) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *-3)) (VP (TO to) (VP (VB build) (NP (-NONE- *T*-1)) (ADVP-MNR (-NONE- *T*-2))))))))))) (-DFL- E_S)))","monomorphemic"
"140",140,"59308:35","i don't know if it is *?* up there where you are *t*-1","no","yes","embedded","no","",NA,"","","where","is","",NA,"are","","","","",NA,"(WRB where)","where you are *t*-1","(TOP (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (IN if) (S (NP-SBJ (PRP it)) (VP (VBZ is) (ADJP-PRD (-NONE- *?*)) (PP-LOC (IN up) (ADVP (RB there))) (SBAR-LOC (WHADVP-1 (WRB where)) (S (NP-SBJ (PRP you)) (VP (VBP are) (ADVP-LOC-PRD (-NONE- *T*-1)))))))))) (-DFL- E_S)))","monomorphemic"
"141",141,"42736:74","because i started *-2 shooting, my dad started *-3 letting me shoot like a little air b b gun, when i was probably five or six years old *t*-1.","no","yes","embedded","no","",NA,"","","when","started","",NA,"was","","","a","",NA,"(WRB when)","when i was probably five or six years old *t*-1","(TOP (SBAR-PRP (IN Because) (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ-2 (PRP I)) (VP (VBD started) (S (NP-SBJ (-NONE- *-2)) (VP (VBG shooting))))) (, ,) (IP (-DFL- \+))) (NP-SBJ-3 (PRP$ my) (NN Dad)) (VP (VBD started) (S (NP-SBJ (-NONE- *-3)) (VP (VBG letting) (S (NP-SBJ (PRP me)) (VP (VB shoot) (RS (-DFL- \])) (INTJ (UH like)) (NP (DT a) (JJ little) (NN air) (NN B) (NN B) (NN gun)))))) (, ,) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBD was) (ADVP (RB probably)) (ADJP-PRD (NP-ADV (QP (CD five) (CC or) (CD six)) (NNS years)) (JJ old)) (ADVP-TMP (-NONE- *T*-1))))))) (. .) (-DFL- E_S)))","monomorphemic"
"142",142,"61500:11","that's why we couldn't understand why he would want *-2 to get out *t*-3, you know, because he's had all this room 0 * to run in *t*-1 *t*-4,","no","yes","embedded","no","",NA,"","all","why","","",NA,"understand","","that","all","",NA,"(WRB why)","why we couldn't understand why he would want *-2 to get out *t*-3, you know, because he's had all this room 0 * to run in *t*-1 *t*-4","(TOP (S (NP-SBJ (DT That)) (VP (BES 's) (SBAR-PRP-PRD (WHADVP-4 (WRB why)) (S (NP-SBJ (PRP we)) (VP (MD could) (RB n't) (VP (VB understand) (SBAR (WHADVP-3 (WRB why)) (S (NP-SBJ-2 (PRP he)) (VP (MD would) (VP (VB want) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB get) (ADVP (RB out))))) (ADVP-PRP (-NONE- *T*-3)))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (SBAR-PRP (IN because) (S (NP-SBJ (PRP he)) (VP (HVS 's) (VP (VBN had) (NP (NP (PDT all) (DT this) (NN room)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB run) (PP-LOC (RB in) (NP (-NONE- *T*-1)))))))))))) (ADVP-PRP (-NONE- *T*-4))))))) (, ,) (-DFL- E_S)))","monomorphemic"
"143",143,"110541:7","and when it's cold *t*-1, i'm wearing sweat pants, and most of, unless i'm going to something special that my daughter's doing *t*-2, or something like that,","no","yes","subject","no","",NA,"","","when","","",NA,"'m","","","that","",NA,"(WRB when)","when it's cold *t*-1","(TOP (S (CC and) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP it)) (VP (BES 's) (ADJP-PRD (JJ cold)) (ADVP-TMP (-NONE- *T*-1))))) (, ,) (NP-SBJ (PRP I)) (VP (VBP 'm) (VP (VBG wearing) (NP (NN sweat) (NNS pants)) (, ,) (SBAR-ADV (EDITED (RM (-DFL- \[)) (CC and) (NP (NP (RBS most)) (PP-UNF (IN of))) (, ,) (IP (-DFL- \+)) (RS (-DFL- \]))) (IN unless) (S (NP-SBJ (PRP I)) (VP (VBP 'm) (VP (VBG going) (PP-DIR (IN to) (NP (NP (NP (NN something)) (ADJP (JJ special)) (SBAR (WHNP-2 (WDT that)) (S (NP-SBJ (PRP$ my) (NN daughter)) (VP (BES 's) (VP (VBG doing) (NP (-NONE- *T*-2))))))) (, ,) (CC or) (NP (NP (NN something)) (PP (IN like) (NP (DT that)))))))))))) (, ,) (-DFL- E_S)))","monomorphemic"
"144",144,"121732:56","i think 0 it needs *-1 to be something, uh, uh, a throwback to where they did a, uh, public execution where it's visible *t*-2 *t*-3.","no","yes","relative","no","",NA,"","","where","needs","",NA,"did","","","a","",NA,"(WRB where)","where they did a, uh, public execution where it's visible *t*-2 *t*-3","(TOP (S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (PRP it)) (VP (VBZ needs) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (NP-PRD (NP (NN something)) (, ,) (INTJ (UH uh)) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (DT a) (NN throwback)) (PP (IN to) (SBAR (WHADVP-3 (WRB where)) (S (NP-SBJ (PRP they)) (VP (VBD did) (NP (NP (DT a) (, ,) (INTJ (UH uh)) (, ,) (JJ public) (NN execution)) (SBAR (WHADVP-2 (WRB where)) (S (NP-SBJ (PRP it)) (VP (BES 's) (ADJP-PRD (JJ visible)) (ADVP-LOC (-NONE- *T*-2)))))) (ADVP (-NONE- *T*-3))))))))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"145",145,"47976:76","so, so, you would have a job with a company? rather than, uh, radio or television or newspapers or, what have you *t*-1.","no","yes","relative","no","yes",NA,"","","what","","",NA,"have","","","a","",NA,"(WP what)","what have you *t*-1","(TOP (S (EDITED (RM (-DFL- \[)) (RB so) (, ,) (IP (-DFL- \+))) (RB so) (, ,) (RS (-DFL- \])) (NP-SBJ (PRP you)) (VP (MD would) (VP (VB have) (NP (NP (DT a) (NN job)) (PP (IN with) (NP (NP (DT a) (NN company)) (. ?) (CONJP (RB Rather) (IN than)) (, ,) (INTJ (UH uh)) (, ,) (NP (NN radio) (CC or) (NN television) (CC or) (NNS newspapers)) (CC or) (, ,) (SBARQ-NOM (WHNP-1 (WP what)) (SQ (VBP have) (NP-SBJ (PRP you)) (NP (-NONE- *T*-1))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"146",146,"64073:5","when it rains *t*-1, it rains.","no","yes","subject","no","",NA,"","","when","","",NA,"rains","","","","",NA,"(WRB when)","when it rains *t*-1","(TOP (S (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP it)) (VP (VBZ rains) (ADVP-TMP (-NONE- *T*-1))))) (, ,) (NP-SBJ (PRP it)) (VP (VBZ rains)) (. .) (-DFL- E_S)))","monomorphemic"
"147",147,"105090:37","you need somebody 0 *t*-1 to kind of tell you what * to do *t*-2,","no","yes","relative","no","",NA,"","","what","tell","",NA,"do","","","","",NA,"(WP what)","what * to do *t*-2","(TOP (S (NP-SBJ (PRP You)) (VP (VBP need) (NP (NP (NN somebody)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-1)) (VP (TO to) (ADVP (RB kind) (RB of)) (VP (VB tell) (NP (PRP you)) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-2)))))))))))) (, ,) (-DFL- E_S)))","monomorphemic"
"148",148,"119190:18","it all depends on what i'm fishing for *t*-1, and the time of day.","no","yes","relative","no","",NA,"","","what","","",NA,"'m","","","the","",NA,"(WP what)","what i'm fishing for *t*-1","(TOP (S (NP-SBJ (PRP It)) (ADVP (DT all)) (VP (VBZ depends) (PP (IN on) (NP (SBAR-NOM (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP 'm) (VP (VBG fishing) (PP (IN for) (NP (-NONE- *T*-1))))))) (, ,) (CC and) (NP (NP (DT the) (NN time)) (PP (IN of) (NP (NN day))))))) (. .) (-DFL- E_S)))","monomorphemic"
"149",149,"141406:4","where is home *t*-1 for you?","no","yes","root","no","yes",NA,"","","","","",NA,"","","","","",NA,"(WRB Where)","where is home *t*-1 for you?","(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBZ is) (NP-SBJ (NN home)) (ADVP-LOC-PRD (-NONE- *T*-1)) (PP (IN for) (NP (PRP you)))) (. ?) (-DFL- E_S)))","monomorphemic"
"150",150,"151302:10","oh, how many members were *t*-1 on the jury?","no","yes","root","yes","yes",NA,"","","how","","",NA,"","","","","how many",NA,"(WRB how)","oh, how many members were *t*-1 on the jury?","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (WHNP-1 (WHADJP (WRB how) (JJ many)) (NNS members)) (SQ (VBD were) (NP-SBJ (-NONE- *T*-1)) (PP-PRD (IN on) (NP (DT the) (NN jury)))) (. ?) (-DFL- E_S)))","complex"
"151",151,"53895:75","and then, when they collect them at the end of each week *t*-1, they get *-2 to go to this little, what they call *t*-3 their * caught *-4 being good store,","no","yes","nominalized","no","",NA,"","call","what","get","go",NA,"call","","","this","",NA,"(WP what)","what they call *t*-3 their * caught *-4 being good store","(TOP (S (CONJP (CC And) (RB then)) (, ,) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP they)) (VP (VBP collect) (NP (PRP them)) (PP-TMP (IN at) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (DT each) (NN week))))) (ADVP-TMP (-NONE- *T*-1))))) (, ,) (NP-SBJ-2 (PRP they)) (VP (VBP get) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB go) (PP-DIR (IN to) (EDITED (NP-UNF (DT this) (JJ little))) (, ,) (SBAR-NOM (WHNP-3 (WP what)) (S (NP-SBJ (PRP they)) (VP (VBP call) (S (NP-SBJ (-NONE- *T*-3)) (NP-PRD (PRP$ their) (S (NP-SBJ-4 (-NONE- *)) (VP (VBN caught) (S (NP-SBJ (-NONE- *-4)) (VP (VBG being) (ADJP-PRD (JJ good)))))) (NN store))))))))))) (, ,) (-DFL- E_S)))","monomorphemic"
"152",152,"56196:8","and what *ich*-2 *t*-1's really neat about it is, the shrimp is cooked *-3 in your, uh, like your rice steamer, your rice cooker.","no","yes","subject","no","",NA,"","really","what","","",NA,"is","","the","the","",NA,"(WP what)","what *ich*-2 *t*-1's really neat about it","(TOP (S (CC And) (SBAR-NOM-SBJ (WHNP-1 (WHNP (WP what)) (PP (-NONE- *ICH*-2))) (S (NP-SBJ (-NONE- *T*-1)) (VP (BES 's) (ADJP-PRD (RB really) (JJ neat)) (PP-2 (IN about) (NP (PRP it)))))) (VP (VBZ is) (, ,) (S-PRD (NP-SBJ-3 (DT the) (NN shrimp)) (VP (VBZ is) (VP (VBN cooked) (NP (-NONE- *-3)) (PP-LOC (IN in) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP-UNF (PRP$ your)) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (INTJ (UH like)) (NP (PRP$ your) (RS (-DFL- \])) (NN rice) (NN steamer)) (, ,) (IP (-DFL- \+))) (NP (PRP$ your) (NN rice) (NN cooker))))))) (. .) (RS (-DFL- \])) (-DFL- E_S)))","monomorphemic"
"153",153,"23593:99","uh, i guess 0 the lord started out with, we'll treat you fa-, i'll treat you fairly there as long as you do what i say *t*-1.","no","yes","nominalized","no","",NA,"","","what","do","started",NA,"say","","the","the","",NA,"(WP what)","what i say *t*-1","(TOP (S (INTJ (UH Uh)) (, ,) (NP-SBJ (PRP I)) (VP (VBP guess) (SBAR (-NONE- 0) (S (NP-SBJ (DT the) (NNP Lord)) (VP (VBD started) (PRT (RP out)) (PP (IN with) (, ,) (S-SEZ (EDITED (RM (-DFL- \[)) (S-SEZ (NP-SBJ (PRP we)) (VP (MD 'll) (VP (VB treat) (NP (PRP you)) (ADVP-MNR-UNF (RB fa-))))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (MD 'll) (VP (VB treat) (NP (PRP you)) (ADVP-MNR (RB fairly)) (RS (-DFL- \])) (ADVP (RB there)) (ADVP (ADVP (RB as) (RB long)) (SBAR (IN as) (S (NP-SBJ (PRP you)) (VP (VBP do) (SBAR-NOM (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP say) (NP (-NONE- *T*-1))))))))))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"154",154,"161030:9","but, what *t*-1's very funny is 0 in our town meeting they were v-,","no","yes","subject","no","",NA,"","","what","","",NA,"is","","","","",NA,"(WP what)","what *t*-1's very funny","(TOP (S (CC But) (, ,) (SBAR-NOM-SBJ (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *T*-1)) (VP (BES 's) (ADJP-PRD (RB very) (JJ funny))))) (VP (VBZ is) (SBAR-PRD (-NONE- 0) (S (PP (IN in) (NP (PRP$ our) (NN town) (NN meeting))) (NP-SBJ (PRP they)) (VP (VBD were) (X (XX v-)))))) (, ,) (-DFL- N_S)))","monomorphemic"
"155",155,"52018:24","what *t*-1's, what *t*-2's your most recent one that you've seen *t*-3?","no","yes","root","no","yes",NA,"","most","what","","",NA,"'ve","","","that","",NA,"(WP what)","what *t*-1's, what *t*-2's your most recent one that you've seen *t*-3?","(TOP (SBARQ (EDITED (RM (-DFL- \[)) (SBARQ (WHNP-1 (WP What)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP-UNF (BES 's)))) (, ,) (IP (-DFL- \+))) (WHNP-2 (WP what)) (SQ (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (RS (-DFL- \])) (NP-PRD (NP (PRP$ your) (ADJP (RBS most) (JJ recent)) (NN one)) (SBAR (WHNP-3 (WDT that)) (S (NP-SBJ (PRP you)) (VP (VBP 've) (VP (VBN seen) (NP (-NONE- *T*-3))))))))) (. ?) (-DFL- E_S)))","monomorphemic"
"156",156,"117503:10","course, when our big ones were little *t*-1, we lived up north, you know","no","yes","subject","no","",NA,"ones","","when","","",NA,"were","","","","",NA,"(WRB when)","when our big ones were little *t*-1","(TOP (S (NP-ADV (NN course)) (, ,) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP$ our) (JJ big) (NNS ones)) (VP (VBD were) (ADJP-PRD (JJ little)) (ADVP-TMP (-NONE- *T*-1))))) (, ,) (NP-SBJ (PRP we)) (VP (VBD lived) (PP-LOC (IN up) (ADVP (RB north))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (-DFL- E_S)))","monomorphemic"
